,index,x,y,file
742596,0,11916.1,15595.2,28.2_3_ihn_ST_1.txt
742597,1,11025.3,13558.8,28.2_3_ihn_ST_1.txt
742598,2,3425.35,15245.0,28.2_3_ihn_ST_1.txt
742599,3,6859.82,916.151,28.2_3_ihn_ST_1.txt
742600,4,14660.0,1419.1,28.2_3_ihn_ST_1.txt
742601,5,5054.43,6938.23,28.2_3_ihn_ST_1.txt
742602,6,1374.16,3235.88,28.2_3_ihn_ST_1.txt
742603,7,14664.1,14139.7,28.2_3_ihn_ST_1.txt
742604,8,11000.0,19397.4,28.2_3_ihn_ST_1.txt
742605,9,7467.32,9819.18,28.2_3_ihn_ST_1.txt
742606,10,2781.79,5273.32,28.2_3_ihn_ST_1.txt
742607,11,6468.83,13975.0,28.2_3_ihn_ST_1.txt
742608,12,10618.5,5209.98,28.2_3_ihn_ST_1.txt
742609,13,16184.5,8591.06,28.2_3_ihn_ST_1.txt
742610,14,15988.0,18400.9,28.2_3_ihn_ST_1.txt
742611,15,10958.3,19395.3,28.2_3_ihn_ST_1.txt
742612,16,13691.6,14865.9,28.2_3_ihn_ST_1.txt
742613,17,1371.38,3245.07,28.2_3_ihn_ST_1.txt
742614,18,11971.7,5161.85,28.2_3_ihn_ST_1.txt
742615,19,7445.8,9849.95,28.2_3_ihn_ST_1.txt
742616,20,2683.88,9141.77,28.2_3_ihn_ST_1.txt
742617,21,7934.68,12267.2,28.2_3_ihn_ST_1.txt
742618,22,16190.4,8611.34,28.2_3_ihn_ST_1.txt
742619,23,10629.2,5224.12,28.2_3_ihn_ST_1.txt
742620,24,9192.89,17430.4,28.2_3_ihn_ST_1.txt
742621,25,11979.5,5147.59,28.2_3_ihn_ST_1.txt
742622,26,12647.5,10114.9,28.2_3_ihn_ST_1.txt
742623,27,17429.4,9644.51,28.2_3_ihn_ST_1.txt
742624,28,7467.98,9837.13,28.2_3_ihn_ST_1.txt
742625,29,17406.0,9652.09,28.2_3_ihn_ST_1.txt
742626,30,2205.7,17535.9,28.2_3_ihn_ST_1.txt
742627,31,6468.22,13932.7,28.2_3_ihn_ST_1.txt
742628,32,9124.76,9326.1,28.2_3_ihn_ST_1.txt
742629,33,16074.8,19334.2,28.2_3_ihn_ST_1.txt
742630,34,2676.39,9087.85,28.2_3_ihn_ST_1.txt
742631,35,7849.19,10454.8,28.2_3_ihn_ST_1.txt
742632,36,4000.08,3730.63,28.2_3_ihn_ST_1.txt
742633,37,18176.0,12138.2,28.2_3_ihn_ST_1.txt
742634,38,14275.9,14332.6,28.2_3_ihn_ST_1.txt
742635,39,10924.9,13337.7,28.2_3_ihn_ST_1.txt
742636,40,11978.5,5164.77,28.2_3_ihn_ST_1.txt
742637,41,1423.25,3230.72,28.2_3_ihn_ST_1.txt
742638,42,1924.92,15828.0,28.2_3_ihn_ST_1.txt
742639,43,7875.61,10449.4,28.2_3_ihn_ST_1.txt
742640,44,17407.0,9642.72,28.2_3_ihn_ST_1.txt
742641,45,8894.4,14001.8,28.2_3_ihn_ST_1.txt
742642,46,16370.3,10548.8,28.2_3_ihn_ST_1.txt
742643,47,6472.19,13940.5,28.2_3_ihn_ST_1.txt
742644,48,13070.7,8228.07,28.2_3_ihn_ST_1.txt
742645,49,10979.3,19400.5,28.2_3_ihn_ST_1.txt
742646,50,13483.1,5829.77,28.2_3_ihn_ST_1.txt
742647,51,11919.0,18132.6,28.2_3_ihn_ST_1.txt
742648,52,10648.4,5161.77,28.2_3_ihn_ST_1.txt
742649,53,5271.18,9980.99,28.2_3_ihn_ST_1.txt
742650,54,7465.61,9844.2,28.2_3_ihn_ST_1.txt
